end (Year end),host (Host state ISO3),filed (Year filed),execme_end,execme_filed,v2pariglef_filed,v2pariglef_filed_dummy,v2pariglef_end_dummy,winner,state_lose,settled,v2pariglef_filed_ref,direct,v2pariglef_end,v2pariglef_end_ref1,v2pariglef_end_ref2,caseno (Case no.),parties (Parties to arbitration),direct2,execrlc,execrlc_dummy2,execrlc_dummy,execrlc_count,home (Home state ISO3),partisan,execnat,home2 (Home state2 ISO3),home3 (Home state3 ISO3),home4 (Home state4 ISO3),home5 (Home state5 ISO3),venue (Venue or rules adopted),legal (Legal doc. invoked),invsttype (Text on investment type),sector (Sector 3-letter code),asought_text (Text on award sought),"asought_usm (Award sought in US$m, exchange rate at time of filing, less interest/costs)",concluded (Arbitration concluded),ainvst_text (Text on award to investor),"ainvst_usm (Award to investor in US$m, not including costs/interest)",annul (Annulment filed),annul_filed (Year annulment filed),annul_end (Year annulment ends),annulstatus (Status of annulment)
2007,TUR,2002,AKP,DSP,2,1,0,investor,1,0,2 (1999),0,4.041,,,ARB/02/5,PSEG Global Inc. & Konya Ilgin Elektrik retim ve Ticaret Limited Sirketi v. Republic of Turkey,1,0,NA,NA,NA,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Turkey-United States BIT,Electric power concession,UTL,US$500m,500,yes,"Tribunal has jurisdiction over PSEG and Konya; Tribunal lacks jurisdiction over NACC; Awarded US$9,061,479.34 plus interest and part of claimant's costs (65% of the costs of the arbitration and legal costs and fees US$13,553,563.80)",9.1,no,n.a.,n.a.,n.a.
2015,UZB,2011,LDP,LDP,3,1,0,investor,1,0,,0,3.687,,3.686 (2014),n.a.,Oxus Gold plc v. Republic of Uzbekistan,1,0,NA,NA,NA,GBR,n.a.,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,United Kingdom-Uzbekistan BIT,Mining,MIN,US$400m,400,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2014,VEN,2007,PSUV,PSUV,0.3,1,1,investor,1,0,,1,0.604,,0.623 (2015),ARB/07/27,"Mobil Corporation, et al v. Bolivarian Republic of Venezuela",0,0,NA,NA,NA,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,"Netherlands-Venezuela BIT, Venezuela Investment Law (1999)",Oil and gas,OIL,unknown,unknown,yes,"US$1.62b plus interest and tax, Respondent to pay legal costs of proceedings and Claimant's legal costs",1620,yes,2014,pending,pending
2014,VEN,2009,PSUV,PSUV,0.3,1,1,investor,1,0,,1,0.604,,0.623 (2015),ARB(AF)/09/1,Gold Reserve Inc. v. Bolivarian Republic of Venezuela,0,0,NA,NA,NA,CAN,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,Canada-Venezuela BIT,Mining,MIN,US$1.74b plus interest and costs,1735,yes,"US$713m, plus interest and legal costs (US$5m)",713,no,n.a.,n.a.,n.a.
2014,VEN,2010,PSUV,PSUV,0.3,1,1,investor,1,0,,1,0.604,,0.623 (2015),ARB/10/19,Flughafen Zurich A.G. and Gestion e Ingeneria IDC S.A. v. Bolivarian Republic of Venezuela,0,0,NA,NA,NA,CHE,,0,CHL,n.a.,n.a.,n.a.,ICSID,"Switzerland-Venezuela BIT, Chile-Venezuela BIT",Airport,SER,unknown,unknown,yes,"US$19.4m (half of which goes to each Claimant), plus interest on $19.4m (half of which goes to each Claimant); Respondent to pay US$525,000 for Claimant legal fees and US$1,874,000 for cost of arbitration",19.4,yes,2015,pending,pending
2015,VEN,2010,PSUV,PSUV,0.3,1,1,investor,1,0,,1,0.623,,,ARB/10/5,"Tidewater Investment SRL and Tidewater Caribe, C.A. v. Bolivarian Republic of Venezuela",0,0,NA,NA,NA,BRB,,0,n.a.,n.a.,n.a.,n.a.,ICSID,"Barbados-Venezuela BIT, Venezuela Investment Law (1999)",Maritime services (oil and gas),SER,US$234,234,yes,US$46.4m,46.4,yes,2015,pending,pending
2003,VEN,2000,MVR,MVR,0.8,1,1,investor,1,0,,0,0.823,,0.695 (2005),ARB/00/5,Autopista Concesionada de Venezuela CA v. Bolivarian Republic of Venezuela,1,0,NA,NA,NA,VEN,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Highway construction project,UTL,Several separate enumerations totaling approximately Venezuelan Bolivar 49.6b,292,yes,"US$12.1m, plus interest (parties to pay their own legal costs)",12.1,no,n.a.,n.a.,n.a.
1997,ZAR,1993,MPR,MPR,2.5,1,1,investor,1,0,2.5 (1987),0,1.377,,1.377 (1987),ARB/93/1,American Manufacturing and Trading v. Zaire (DRC),1,0,NA,NA,NA,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Congo (Democratic Republic of)-United States BIT,Manufacturing (batteries) and Import/Export (foodstuffs and consumer goods),MFG,US$14.3m plus interest,14.3,yes,"US$9m, plus interest (at 7.5% per annum in default of payment). Each party to pay their legal costs and split the costs of arbitration.",9,no,n.a.,n.a.,n.a.
2009,ZWE,2005,ZANU-PF,ZANU-PF,1.143,1,1,investor,1,0,,1,1.477,,,ARB/05/6,"Bernadus Henricus Funnekotter, et al v. Republic of Zimbabwe",0,0,NA,NA,NA,NLD,,1,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Zimbabwe BIT,Agricultural enterprise,AGR,unknown,unknown,yes,?_8.2m; Respondent to pay the cost of arbitration and each party to pay their own legal costs,11.5,no,n.a.,n.a.,n.a.
2006,ARG,2001,FPV,ATJE,NA,NA,1,investor,1,0,,0,1.603,,,ARB/01/8,CMS Gas Transmission Company v. Argentina,1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-United States BIT,Oil and gas (distribution),OIL,US$261.1m (or US$243.6m and shares) plus interest,261.1,yes,"US$135.3m, plus interest (each party to pay their legal fees and split arbitration costs)",135.3,yes,2005,2007,partially overturned
2006,ARG,2001,FPV,ATJE,NA,NA,1,investor,1,0,,0,1.603,,,ARB/01/12,Azurix v. Argentina (1st case),1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-United States BIT,Water and sewage concession,UTL,US$685m plus interest,685,yes,"US$165.2m, plus interest (each party to pay their legal costs, Respondent pay arbitration costs except for Claimant's share of US$34496)",165.2,yes,2006,2009,upheld
2007,ARG,2001,FPV,ATJE,NA,NA,1,investor,1,0,,1,1.554,,,ARB/01/3,Enron Corporation & Ponderosa Assets LP v. Argentina,0,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-United States BIT,Oil and gas,OIL,Up to US$582m,582,yes,"US$106.2m, plus 2% interest",106.2,yes,2008,pending,pending
2012,BDI,2001,CNDD-FDD,independent,NA,NA,0,investor,1,0,,0,3.703,3.638,,ARB/01/2,"Antoine Goetz, et al v. Burundi",1,0,NA,NA,NA,BELLUX,,1,n.a.,n.a.,n.a.,n.a.,ICSID,"Belgium & Luxembourg-Burundi BIT, Contract",Banking,FIN,unknown,unknown,yes,"Enumerated award in two parts: US$1m and ?_175k, plus interest",1.2,no,n.a.,n.a.,n.a.
2009,BLZ,2008,UDP,PUP,NA,NA,NA,investor,1,0,No Belize,0,NA,,,n.a.,Telemedia Ltd v. Belize,1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,LCIA,Contract with host state,Telecommunications,TEL,unknown,unknown,yes,"US$18.7m, plus interest",18.7,n.a.,n.a.,n.a.,n.a.
2014,BLZ,2009,UDP,UDP,NA,NA,NA,investor,1,0,,0,NA,,,2010-18,British Caribbean Bank (BCB) v. Belize,1,1,0,0,0,GBR,,0,n.a.,n.a.,n.a.,n.a.,PCA,UK-Belize BIT,Telecommunications,TEL,US$45170733.86,45.2,yes,Approximately US$40m as well as legal fees,40,n.a.,n.a.,n.a.,n.a.
2010,CAF,2007,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,ARB/07/2,RSM Production Corporation v. Central African Republic,1,-999,NA,NA,NA,USA,,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Oil and gas,OIL,US$122m,122,yes,"Tribunal refused to extend contract, but granted damages (27,000 USD) for period during which contract was suspended; no legal fees specified",0.03,yes,2011,2012,upheld
2011,CAF,2007,independent,independent,NA,NA,NA,investor,1,0,,NA,NA,,,ARB/07/10,M. Meerapfel Sohne AG v. Central African Republic,NA,-999,NA,NA,NA,CHE,,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Central African Republic-Switzerland BIT,"Manufacturing (cigarettes, tobacco)",MFG,unknown,unknown,yes,unknown,unknown,no,n.a.,n.a.,n.a.
2011,ECU,2006,PAIS,independent,NA,NA,1,investor,1,0,,0,2.937,,,34877,Chevron Corporation & Texaco Petroleum Corporation v. Republic of Ecuador,1,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,PCA,Ecuador-United States BIT,Oil and gas (exploration),OIL,Up to US$553m plus interest,553,yes,"Award enumerated in two parts: US$77.74m and $18.62m in pre-award interest, plus post-award interest (each party to pay their legal costs and split the costs of arbitration)",96.4,n.a.,n.a.,n.a.,n.a.
2009,KGZ,2006,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,ARB(AF)/06/1,Sistem Muhendislik Insaat Sanayi ve Ticaret AS v. Kyrgyz Republic,1,0,NA,NA,NA,TUR,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,"Kyrgyz Republic-Turkey BIT , Kyrgyz Investment Law (2003)",Tourism (hotel),SER,US$19.9m to $24.8m depending on valuation method,19.9,yes,"US$8.5m, plus interest (Respondent to pay Claimant US$400k for legal costs and $247410 for cost of arbitration)",8.5,no,n.a.,n.a.,n.a.
2005,LBN,2002,independent,independent,NA,NA,NA,investor,1,0,,NA,NA,,,n.a.,France Telecom v. Lebanon,NA,0,NA,NA,NA,FRA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,France-Lebanon BIT,"Telecommunications (mobile, GSM)",TEL,"Approximately US$952m, plus interest",952,yes,US$266m,266,n.a.,n.a.,n.a.,n.a.
2013,LBY,2011,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,n.a.,Mohamed Abdulmohsen Al-Kharafi & Sons Co. v. Libya and others,1,0,NA,NA,NA,KWT,,0,n.a.,n.a.,n.a.,n.a.,CRCICA,Mohamed Abdulmohsen Al-Kharafi & Sons Co. v. Libya and others,Tourism,SER,US$1144.9m,1144.9,yes,US$935m,935,yes,2014,2014,upheld
2012,LKA,2009,UPFA,UPFA,NA,NA,NA,investor,1,0,,0,NA,,,ARB/09/2,Deutsche Bank AG v. Democratic Socialist Republic of Sri Lanka,1,0,NA,NA,NA,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Germany-Sri Lanka BIT,Oil and gas,OIL,US$60368993 plus interest and costs of arbitration,60.4,yes,"US$60.4, plus interest and legal fees (US$8m)",60.4,yes,2013,pending,pending
2013,LTU,2010,independent,independent,NA,NA,NA,investor,1,0,,1,NA,,,n.a.,Luigiterzo Bosca v. Lithuania,0,0,NA,NA,NA,ITA,,0,n.a.,n.a.,n.a.,n.a.,PCA,Lithuania-Italy BIT,Brewery,MFG,US$250m,250,yes,No award. Respondent to bear all of the arbitration costs and 80% of the Claimant??s legal costs.,0,n.a.,n.a.,n.a.,n.a.
1995,POL,1994,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,n.a.,Saar Papier v. Poland (1st case),1,0,NA,NA,NA,DEU,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Germany-Poland BIT,Waste paper enterprise,MFG,unknown,unknown,yes,DM2.3m plus interest; Respondent to pay cost of arbitration,1.4,n.a.,n.a.,n.a.,n.a.
2005,POL,unknown,SLD,NA,NA,NA,1,investor,1,0,,NA,2.603,,,n.a.,Crespo and others v. Poland,NA,3,1,1,2,ESP,,0,n.a.,n.a.,n.a.,n.a.,ICC,Poland-Spain BIT,unknown,unknown,unknown,unknown,yes,unknown,unknown,no,n.a.,n.a.,n.a.
2013,ROM,2005,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,ARB/05/20,"Ioan Micula, Viorel Micula, S.C. European Food SA, S.C. Starmill SRL & S.C. Multipack SRL v. Romania",1,0,NA,NA,NA,SWE,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Romania-Sweden BIT,"Manufacturing (food, milling, plastic packaging)",MFG,unknown,unknown,yes,"Romanian Lei 376.4m, plus interest (parties to pay their own legal costs and split the cost of arbitration)",0.1,yes,2014,pending,pending
2013,ROM,2010,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,ARB/10/13,"Hassan Awdi, Enterprise Business Consultants, Inc. & Alfa El Corporation v. Romania",1,0,NA,NA,NA,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Romania-United States BIT,Consulting services,SER,Approximately ?_407.7m,502.4,yes,EUR7.7m,8.6,no,n.a.,n.a.,n.a.
2014,RUS,2005,United Russia,independent,NA,NA,0,investor,1,0,,0,3.054,,2.989 (2016),AA227,Yukos Universal Ltd. v. Russian Federation,1,2,1,NA,1,GBR,,0,n.a.,n.a.,n.a.,n.a.,PCA,Energy Charter Treaty,Oil and gas,OIL,US$4.666b,4666,yes,US$1.85b (plus ?_156k and US$2.21m for legal costs),1850,n.a.,n.a.,n.a.,n.a.
2014,RUS,2005,United Russia,independent,NA,NA,0,investor,1,0,,0,3.054,,2.989 (2016),AA226,Hulley Enterprises Ltd. v. Russian Federation,1,2,1,NA,1,CYP,,0,n.a.,n.a.,n.a.,n.a.,PCA,Energy Charter Treaty,Oil and gas,OIL,US$93.229b,93229,yes,US$39.97b (and ?_3.4m plus US$47.9m for legal costs),39970,n.a.,n.a.,n.a.,n.a.
2014,RUS,2005,United Russia,independent,NA,NA,0,investor,1,0,,0,3.054,,2.989 (2016),AA228,Veteran Petroleum Ltd. v. Russian Federation,1,2,1,NA,1,CYP,,0,n.a.,n.a.,n.a.,n.a.,PCA,Energy Charter Treaty,Oil and gas,OIL,US$16.279b,16279,yes,"US$8.20b, plus legal costs (enumerated at ?_695k plus US$9.84m)",8200,n.a.,n.a.,n.a.,n.a.
2010,RUS,2005,United Russia,independent,NA,NA,0,investor,1,0,,0,3.151,,,(SCC Case No. 079/2005),RosInvestCo UK Ltd. v. Russian Federation,1,2,1,NA,1,GBR,,0,n.a.,n.a.,n.a.,n.a.,SCC,Russian Federation-United Kingdom BIT,Oil and gas,OIL,"Initial claim: US$276.1m plus interest, Lowered claim: US$220.4m",220.4,yes,"US$3.5m, plus interest (parties pay their own legal fees and arbitration costs split)",3.5,n.a.,n.a.,n.a.,n.a.
2012,RUS,2006,United Russia,independent,NA,NA,0,investor,1,0,,1,3.183,,3.151 (2011),24/2007,"Renta 4, et al v. Russian Federation",0,2,1,NA,1,ESP,,0,n.a.,n.a.,n.a.,n.a.,SCC,Spain-USSR BIT,Oil and gas (exploration),OIL,Up to US$40m,40,yes,US$2.03m plus interest (legal fees included),2,n.a.,n.a.,n.a.,n.a.
1998,RUS,1995,independent,independent,NA,NA,NA,investor,1,0,,1,NA,,,n.a.,Mr. Franz Sedelmayer vs. Russian Federation,0,0,NA,NA,NA,DEU,,0,n.a.,n.a.,n.a.,n.a.,SCC,German-Russian Federation treaty,Security services,SER,US$7649637.61,7.6,yes,"US$2350000 (each party to pay their legal costs, Respondent to pay part of Claimant's legal costs)",2.4,n.a.,n.a.,n.a.,n.a.
2004,RUS,2001,independent,independent,NA,NA,NA,investor,1,0,,NA,NA,,,"Docket Nos. 02-9237(L), 02-9272(CON)",Compagnie Noga D'Importation Et D'Exportation S.A. v. The Russian Federation,NA,0,NA,NA,NA,CHE,,0,n.a.,n.a.,n.a.,n.a.,SCC,Contract with host state,Banking,FIN,US$800m,800,yes,US$27m,27,n.a.,n.a.,n.a.,n.a.
2003,SYC,2002,NA,NA,NA,NA,NA,investor,1,0,,0,NA,,,ARB/02/14,CDC Group PLC v. Republic of Seychelles,1,n.a.,NA,NA,NA,GBR,,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Finance (debt instruments),FIN,UK??2103379,3.3,yes,"UK??2.4m, plus legal fees",3.9,yes,2004,2005,upheld
2012,UKR,2008,PR,independent,NA,NA,0,investor,1,0,,0,3.048,,,ARB/08/8,Inmaris Perestroika Sailing Maritime Services GmbHet al v. Ukraine,1,2,1,NA,1,DEU,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Germany-Ukraine BIT,Maritime services,SER,unknown,unknown,yes,?_3m; Respondent to pay some part of Claimant's legal costs and cost of arbitration,3.9,no,n.a.,n.a.,n.a.
2011,UKR,2006,PR,independent,NA,NA,0,investor,1,0,,0,3.077,,3.048 (2012),ARB/06/18,Joseph Charles Lemire v. Ukraine,1,2,1,NA,1,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,"Ukraine-United States BIT, Contract",Broadcasting enterprise (radio),TEL,Approximately US$8m,8,yes,"US$8.7m, plus interest and legal fees",8.7,yes,2011,2013,upheld
2010,UKR,2007,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,ARB/07/16,Alpha Projektholding GmbH v. Ukraine,1,0,NA,NA,NA,AUT,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Austria-Ukraine BIT,Tourism (hotel),SER,at least US$3.5m,3.5,yes,"US$2.98m, plus US$5250782 in interest (each party to pay their legal costs, Respondent to pay cost of arbitration)",3,no,n.a.,n.a.,n.a.
2017,UKR,2015,independent,independent,NA,NA,NA,investor,1,0,,0,NA,,,(PCA Case No. 2015-11),"JKX Oil & Gas plc, Poltava Gas B.V. and Poltava Petroleum Company v. Ukraine",1,0,NA,NA,NA,GBR,n.a.,0,NLD,n.a.,n.a.,n.a.,UNCITRAL,"Netherlands-Ukraine BIT, Ukraine-United Kingdom BIT, Energy Charter Treaty",Oil and gas (production),OIL,US$270m,270,no,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
2014,UKR,2008,PR,independent,NA,NA,0,investor,1,0,,1,3.048,,3.048 (2012),n.a.,Tatneft v. Ukraine,0,2,1,NA,1,RUS,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,Ukraine-Russia BIT,Oil and gas,OIL,US$2.4b,2400,yes,"US$112m, plus interest",112,n.a.,n.a.,n.a.,n.a.
2011,UKR,2008,PR,independent,NA,NA,0,investor,1,0,,NA,3.077,,3.048 (2012),n.a.,Remington Worldwide Limited v. Ukraine,NA,2,1,NA,1,GBR,,0,n.a.,n.a.,n.a.,n.a.,SCC,Energy Charter Treaty,Electric power concession (nuclear),UTL,US$35923997.16,36,yes,unknown,unknown,n.a.,n.a.,n.a.,n.a.
2004,ZAR,1999,NA,AFDL,NA,NA,NA,investor,1,0,,1,NA,,,ARB/99/7,Patrick Mitchell v. Democratic Republic of the Congo,0,-999,NA,NA,NA,USA,,NA,n.a.,n.a.,n.a.,n.a.,ICSID,Congo (Democratic Republic of)-United States BIT,Legal services,SER,unknown,unknown,yes,"US$775k, plus interest and legal costs",0.8,yes,2004,2006,overturned
2009,ZAR,2004,independent,NA,NA,NA,NA,investor,1,0,,NA,NA,,,ARB/04/11,"Russell Resources International Limited, et al v. Democratic Republic of the Congo",NA,0,NA,NA,NA,SRB,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Contract with host state,Mining,MIN,unknown,unknown,yes,unknown,unknown,no,n.a.,n.a.,n.a.
2014,ZAR,2010,independent,independent,NA,NA,NA,investor,1,0,,NA,NA,,,ARB/10/4,Antoine Abou Lahoud and Leila Bounafeh-Abou Lahoud v. Democratic Republic of the Congo,NA,0,NA,NA,NA,LBN,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Congo (Democratic Republic of) Domestic Investment Law,Import/Export,SER,"Claimant enumerates three requests: US$763978, plus US$841,022, plus US$17645000",19.4,yes,"US$1.73m with interest and tax, legal costs not specified",1.7,yes,2014,pending,pending
1999,ARG,1999,PJ,PJ,3.455,0,0,Discontinued,NA,NA,,0,3.702,,,ARB/99/1,Mobil Argentina SA v. Argentine Republic,1,1,0,0,0,USA,,1,n.a.,n.a.,n.a.,n.a.,ICSID,United States-Argentina BIT,Oil and gas,OIL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2001,ARG,1999,ATJE,PJ,3.455,0,NA,Discontinued,NA,NA,,NA,NA,,coalition: UCR-FREPASO,ARB/99/4,Empresa Nacional de Electricidad SA v. Argentine Republic,NA,2,1,NA,1,CHL,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Chile-Argentina BIT,Electric power concession (hydro),UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2000,ARG,1997,ATJE,PJ,3.727,0,NA,Discontinued,NA,NA,,0,NA,,coalition: UCR-FREPASO,ARB/97/6,Lanco International Inc v. Argentine Republic,1,2,1,NA,1,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-United States BIT,Port terminal concession,SER,US$23m,23,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2011,CAN,2010,CPC,CPC,4.667,0,0,Discontinued,NA,NA,,0,4.181,,,n.a.,William Jay Greiner and Malbaie River Outfitters Inc v. Canada,1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Tourism (hunting and fishing outfitting and trips in Quebec),SER,CAD8m,8.4,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2003,CMR,2002,RDPC,CPDM,3.8,0,0,Discontinued,NA,NA,same as RDPC,NA,3.732,3.754,,ARB/02/4,Lafarge v. Republic of Cameroon,NA,0,NA,NA,NA,FRA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Cameroon Investment Law (1990),Manufacturing (cement),MFG,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2010,CRI,2008,PLN,PLN,3.833,0,0,Discontinued,NA,NA,,0,3.232,,,ARB(AF)/08/1,Quadrant Pacific Growth Fund LP & Canasco Holdings Inc. v. Republic of Costa Rica,1,3,1,1,2,CAN,,0,n.a.,n.a.,n.a.,n.a.,ICSID AF,Canada-Costa Rica BIT,Agricultural enterprise (citrus),AGR,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,GEO,2012,UNM,UNM,4.143,0,0,Discontinued,NA,NA,ENM,0,3.876,,,ARB/12/27,Bidzina Ivanishvili v. Georgia,1,0,NA,NA,NA,FRA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,France-Georgia BIT,Banking,FIN,US$114.6 for full reparation plus moral damages,114.6,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2014,IDN,2014,PD,PD,3.167,0,0,Discontinued,NA,NA,,NA,3.137,,,ARB/14/15,Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara v. Republic of Indonesia,NA,0,NA,NA,NA,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Indonesia-Netherlands BIT,Mining (copper and gold),MIN,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2002,LBR,1998,NPP,NPP,4,0,0,Discontinued,NA,NA,,0,3.862,,,ARB/98/3,International Trust Company of Liberia v. Republic of Liberia,1,0,NA,NA,NA,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,other (as coded by ICSID),Maritime services,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2014,MEX,2013,PRI,PRI,4,0,0,Discontinued,NA,NA,,0,3.871,,,ARB(AF)/13/2,"Cemusa - Corporacion Europea de Mobiliario Urbano, S.A. and Corporacion Americana de Equipamientos Urbanos, S.L. v. United Mexican States",1,2,1,NA,1,ESP,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Spain-Mexico BIT,Media (advertising),SER,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2006,MEX,2001,PAN,PAN,4.727,0,0,Discontinued,NA,NA,,0,4.621,,,n.a.,"Adams, et al v. United Mexican States",1,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,PCA,NAFTA,Tourism,SER,Approximately US$75m,75,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2007,MEX,2002,PAN,PAN,4.727,0,0,Discontinued,NA,NA,,1,4.588,,4.621 (2006),n.a.,Robert J. Frank v. United Mexican States,0,1,0,0,0,USA,,0,n.a.,n.a.,n.a.,n.a.,UNCITRAL,NAFTA,Tourism,SER,US$1.5m,1.5,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2011,NGA,2007,PDP,PDP,4,0,0,Discontinued,NA,NA,,NA,3.896,,,ARB/07/18,Shell Nigeria Ultra Deep Limited v. Federal Republic of Nigeria,NA,1,0,0,0,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Netherlands-Nigeria BIT,Oil and gas,OIL,At least US$500m,500,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2008,SVK,2006,Direction,SDKU,4.6,0,1,Discontinued,NA,NA,,NA,1.966,,,ARB/06/9,Branimir Mensik v. Slovak Republic,NA,3,1,1,2,NLD,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Slovak Republic-Switzerland BIT,Water supply concession,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2006,TGO,2005,RPT,RPT,3.3,0,0,Discontinued,NA,NA,,NA,3.028,,,CONC/05/1,Togo Electricite v. Republic of Togo,NA,0,NA,NA,NA,FRA,,0,n.a.,n.a.,n.a.,n.a.,ICSID CR,OHADA Treaty,Electric power concession,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,ARG,2003,FPV,PJ,2.545,1,1,Discontinued,NA,NA,,0,1.555,,,ARB/03/30,Azurix v. Argentina (2nd case),1,3,1,1,2,GBR,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-United Kingdom BIT,Water and sewage concession,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,ARG,2005,FPV,PJ,2.545,1,1,Discontinued,NA,NA,,NA,1.555,,,ARB/05/11,Asset Recovery Trust SA v. Argentine Republic,NA,3,1,1,2,USA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-United States BIT,Finance (asset recovery enterprise),FIN,US$13m plus interest,13,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2006,ARG,2003,FPV,PJ,2.545,1,1,Discontinued,NA,NA,,NA,1.603,,,ARB/03/21,"Enersis S.A., Chilectra SA, Empresa Nacional de Electricidad SA, & ELESUR v. Argentine Republic",NA,3,1,1,2,CHL,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-Chile BIT,Electric power concession,UTL,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2006,ARG,2003,FPV,PJ,2.545,1,1,Discontinued,NA,NA,,NA,1.603,,,ARB/03/22,Electricidad Argentina SA & EDF International SA v. Argentine Republic,NA,3,1,1,2,FRA,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Argentina-France BIT,Electric power concession,UTL,Approximately US$200m,200,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
2012,BGR,2011,GERB,GERB,2.875,1,1,Discontinued,NA,NA,,0,2.748,2.802,,ARB/11/3,Accession Eastern Europe Capital AB and Mezzanine Management Sweden AB v. Republic of Bulgaria,1,1,0,0,0,SWE,,0,n.a.,n.a.,n.a.,n.a.,ICSID,Sweden-Bulgaria BIT,Waste management,SER,unknown,unknown,yes,settlement,settlement,n.a.,n.a.,n.a.,n.a.
